Gm#,Year,Date,Month,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,DATE,OPP,Play,RESULT,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,OBP,SLG,OPS,AVG
1,2016,"Monday, Apr 4",April,boxscore,BAL,,MIN,W-wo,3,2,,1-0,2,0.5,Britton,Jepsen,,2:48,0,"45,785",4-Apr,vs MIN,1,W 3-2,5,1,1,0,0,0,0,0,1,0,0,0.2,0.2,0.4,0.2
2,2016,"Wednesday, Apr 6",April,boxscore,BAL,,MIN,W,4,2,,2-0,1,up 1.0,Gallardo,Gibson,Britton,3:11,1,"12,622",6-Apr,vs MIN,1,W 4-2,4,0,1,0,0,0,0,1,2,0,0,0.3,0.222,0.522,0.222
3,2016,"Thursday, Apr 7",April,boxscore,BAL,,MIN,W,4,2,,3-0,1,up 1.0,Jimenez,Hughes,O'Day,2:32,1,"11,142",7-Apr,vs MIN,1,W 4-2,4,1,2,0,0,1,1,0,2,0,0,0.357,0.538,0.895,0.308
4,2016,"Friday, Apr 8",April,boxscore,BAL,,TBR,W,6,1,,4-0,1,up 1.5,Tillman,Archer,,2:46,1,"17,304",8-Apr,vs TB,1,W 6-1,4,1,1,0,0,1,1,0,1,0,0,0.333,0.647,0.98,0.294
5,2016,"Sunday, Apr 10",April,boxscore,BAL,,TBR,W,5,3,,5-0,1,up 2.0,Brach,Odorizzi,Britton,2:53,0,"23,101",10-Apr,vs TB,1,W 5-3,4,2,4,1,0,1,2,0,0,0,0,0.455,0.905,1.36,0.429
12,2016,"Tuesday, Apr 19",April,boxscore,BAL,,TOR,L,3,4,,8-4,1,up 1.5,Stroman,Wright,Osuna,2:50,1,"16,783",19-Apr,vs TOR,1,L 4-3,4,1,2,1,0,1,1,0,0,0,0,0.436,0.784,1.22,0.392
13,2016,"Wednesday, Apr 20",April,boxscore,BAL,,TOR,W-wo,4,3,10,9-4,1,up 2.5,Givens,Biagini,,3:22,1,"15,404",20-Apr,vs TOR,1,W 4-3,3,1,2,1,0,0,1,2,0,0,0,0.467,0.796,1.263,0.407
14,2016,"Thursday, Apr 21",April,boxscore,BAL,,TOR,W,3,2,,10-4,1,up 3.5,O'Day,Cecil,Britton,3:09,1,"17,644",21-Apr,vs TOR,1,W 3-2,5,0,2,1,0,0,2,0,1,0,0,0.462,0.78,1.242,0.407
21,2016,"Thursday, Apr 28",April,boxscore,BAL,,CHW,W,10,2,,13-8,1,up 1.5,Givens,Danks,,3:10,1,"14,568",28-Apr,vs CHW,1,W 10-2,4,3,2,1,0,1,5,1,1,0,0,0.389,0.678,1.067,0.333
23,2016,"Saturday, Apr 30",April,boxscore,BAL,,CHW,L,7,8,,14-9,1,up 0.5,Jones,Britton,,3:42,1,"29,152",30-Apr,vs CHW,1,L 8-7,5,1,2,0,0,0,0,0,0,0,0,0.394,0.667,1.061,0.344
24,2016,"Sunday, May 1",May,boxscore,BAL,,CHW,L,1,7,,14-10,2,0.5,Sale,Jimenez,,3:07,0,"28,803",1-May,vs CHW,1,L 7-1,4,0,2,0,0,0,0,1,1,0,0,0.404,0.66,,
25,2016,"Tuesday, May 3",May,boxscore,BAL,,NYY,W,4,1,,15-10,1,up 0.5,Tillman,Severino,O'Day,2:43,1,"16,083",3-May,vs NYY,1,W 4-1,3,0,1,1,0,0,0,1,0,0,0,0.407,0.66,OPS,AVG
26,2016,"Wednesday, May 4",May,boxscore,BAL,,NYY,L,0,7,,15-11,2,0.5,Sabathia,Wilson,,3:16,1,"15,998",4-May,vs NYY,1,L 7-0,4,0,2,2,0,0,0,0,1,0,0,0.41,0.673,1.064,0.35
27,2016,"Thursday, May 5",May,boxscore,BAL,,NYY,W-wo,1,0,10,16-11,2,0.5,Britton,Barbato,,2:50,1,"19,598",5-May,vs NYY,1,W 1-0,4,0,0,0,0,0,0,0,0,0,0,0.397,0.649,1.067,0.35
28,2016,"Saturday, May 7 (1)",May,boxscore,BAL,,OAK,L,4,8,,16-12,1,up 0.5,Hill,Wright,,3:17,0,"15,110",7-May,vs OAK,1,L 8-4,4,1,2,1,0,0,0,0,0,0,0,0.4,0.652,1.083,0.355
29,2016,"Saturday, May 7 (2)",May,boxscore,BAL,,OAK,W,5,2,,17-12,1,up 0.5,Jimenez,Hahn,Britton,2:32,1,"29,862",7-May,vs OAK,1,W 5-2,4,1,1,1,0,0,0,0,0,0,0,0.395,0.647,1.046,0.342
30,2016,"Sunday, May 8",May,boxscore,BAL,,OAK,W,11,3,,18-12,1,up 0.5,Tillman,Graveman,,2:59,0,"43,690",8-May,vs OAK,1,W 11-3,4,2,2,0,0,2,6,1,1,0,0,0.403,0.691,1.052,0.348
33,2016,"Thursday, May 12",May,boxscore,BAL,,DET,W,7,5,,21-12,1,Tied,Worley,Wilson,Britton,3:16,1,"14,918",12-May,vs DET,1,W 7-5,5,2,2,0,0,0,0,0,0,0,0,0.416,0.691,1.146,0.365
34,2016,"Friday, May 13",May,boxscore,BAL,,DET,W,1,0,,22-12,1,up 1.0,Tillman,Verlander,Britton,2:39,1,"30,488",13-May,vs DET,1,W 1-0,4,0,0,0,0,0,0,0,2,0,0,0.405,0.671,1.119,0.359
35,2016,"Saturday, May 14",May,boxscore,BAL,,DET,W,9,3,,23-12,1,up 1.0,Wright,Sanchez,Brach,2:44,1,"32,174",14-May,vs DET,1,W 9-3,5,0,0,0,0,0,0,0,2,0,0,0.392,0.648,1.107,0.36
36,2016,"Sunday, May 15",May,boxscore,BAL,,DET,L,5,6,,23-13,1,Tied,Saupold,O'Day,Rodriguez,3:38,0,"37,890",15-May,vs DET,1,L 6-5,5,1,1,0,0,1,2,0,1,0,0,0.387,0.653,1.076,0.35
37,2016,"Tuesday, May 17",May,boxscore,BAL,,SEA,L,0,10,,23-14,1,Tied,Miley,Jimenez,,2:41,1,"14,477",17-May,vs SEA,1,L 10-0,3,0,0,0,0,0,0,1,0,0,0,0.383,0.641,1.04,0.338
38,2016,"Wednesday, May 18",May,boxscore,BAL,,SEA,W,5,2,,24-14,1,up 0.5,Tillman,Walker,Britton,2:59,1,"21,167",18-May,vs SEA,1,W 5-2,4,0,0,0,0,0,0,0,1,0,0,0.374,0.624,1.04,0.333
39,2016,"Thursday, May 19",May,boxscore,BAL,,SEA,L,2,7,,24-15,1,Tied,Karns,Wilson,,3:01,0,"35,012",19-May,vs SEA,1,L 7-2,3,0,1,1,0,0,0,1,0,0,0,0.377,0.625,1.024,0.327
49,2016,"Monday, May 30",May,boxscore,BAL,,BOS,L,2,7,,28-21,2,2,Wright,Wilson,,2:54,0,"43,926",30-May,vs BOS,1,L 7-2,4,0,0,0,0,0,0,0,0,0,0,0.387,0.611,1.034,0.323
50,2016,"Tuesday, May 31",May,boxscore,BAL,,BOS,L,2,6,,28-22,2,3,Rodriguez,Gausman,,2:48,1,"17,664",31-May,vs BOS,1,L 6-2,4,0,2,1,0,0,0,0,0,0,0,0.389,0.614,1.018,0.32
51,2016,"Wednesday, Jun 1",June,boxscore,BAL,,BOS,W,13,9,,29-22,2,2,Brach,Buchholz,Britton,3:58,1,"20,750",1-Jun,vs BOS,1,W 13-9,5,0,1,0,0,0,2,0,0,0,0,0.384,0.604,,
52,2016,"Thursday, Jun 2",June,boxscore,BAL,,BOS,W,12,7,,30-22,2,1,Givens,Ross,,2:57,1,"21,534",2-Jun,vs BOS,1,W 12-7,4,1,2,0,0,1,3,0,0,0,0,0.386,0.616,OPS,AVG
53,2016,"Friday, Jun 3",June,boxscore,BAL,,NYY,W,6,5,,31-22,1,Tied,Givens,Betances,Britton,3:00,1,"25,220",3-Jun,vs NYY,1,W 6-5,4,0,0,0,0,0,1,0,1,0,0,0.379,0.605,0.988,0.314
54,2016,"Saturday, Jun 4",June,boxscore,BAL,,NYY,L,6,8,,31-23,2,1,Nova,Wilson,Chapman,3:25,1,"33,170",4-Jun,vs NYY,1,L 8-6,4,0,1,0,0,0,0,0,0,0,0,0.377,0.598,1.002,0.318
55,2016,"Sunday, Jun 5",June,boxscore,BAL,,NYY,W,3,1,,32-23,1,Tied,McFarland,Betances,Britton,3:26,0,"28,807",5-Jun,vs NYY,1,W 3-1,2,0,0,0,0,0,0,2,1,0,0,0.379,0.593,0.984,0.312
56,2016,"Monday, Jun 6",June,boxscore,BAL,,KCR,W,4,1,,33-23,1,up 0.5,Wright,Duffy,Britton,2:37,1,"14,878",6-Jun,vs KC,1,W 4-1,4,1,1,0,0,1,1,0,3,0,0,0.377,0.6,0.975,0.311
57,2016,"Tuesday, Jun 7",June,boxscore,BAL,,KCR,W,9,1,,34-23,1,up 0.5,Jimenez,Ventura,,2:44,1,"28,110",7-Jun,vs KC,1,W 9-1,2,1,1,1,0,0,1,0,0,0,0,0.38,0.604,0.972,0.308
58,2016,"Wednesday, Jun 8",June,boxscore,BAL,,KCR,W,4,0,,35-23,1,up 1.5,Tillman,Volquez,Brach,2:47,1,"19,178",8-Jun,vs KC,1,W 4-0,4,0,0,0,0,0,0,0,2,0,0,0.375,0.593,0.977,0.307
66,2016,"Friday, Jun 17",June,boxscore,BAL,,TOR,L,3,13,,38-28,1,up 1.0,Sanchez,Wright,,2:53,1,"38,306",17-Jun,vs TOR,1,L 13-3,4,0,2,0,0,0,1,0,0,0,0,0.375,0.599,0.966,0.302
67,2016,"Saturday, Jun 18",June,boxscore,BAL,,TOR,W,4,2,,39-28,1,up 1.0,Gallardo,Dickey,Britton,2:33,0,"41,901",18-Jun,vs TOR,1,W 4-2,4,1,3,1,0,0,0,0,0,0,0,0.38,0.605,0.974,0.308
68,2016,"Sunday, Jun 19",June,boxscore,BAL,,TOR,W,11,6,,40-28,1,up 1.0,Tillman,Stroman,,3:31,0,"39,024",19-Jun,vs TOR,0,W 11-6,Did not play,,,,,,,,,,,,,0.974,0.311
70,2016,"Tuesday, Jun 21",June,boxscore,BAL,,SDP,L,7,10,,40-30,1,up 1.0,Quackenbush,Givens,Rodney,3:44,1,"23,876",21-Jun,vs SD,0,L 10-7,Did not play,,,,,,,,,,,,,,
71,2016,"Wednesday, Jun 22",June,boxscore,BAL,,SDP,W,7,2,,41-30,1,up 2.0,Jimenez,Johnson,,2:43,1,"23,785",22-Jun,vs SD,0,W 7-2,Did not play,,,,,,,,,,,,,,
72,2016,"Friday, Jun 24",June,boxscore,BAL,,TBR,W,6,3,,42-30,1,up 1.5,Tolliver,Moore,Britton,3:07,1,"44,956",24-Jun,vs TB,1,W 6-3,4,2,2,0,0,1,1,0,1,0,0,0.382,0.615,,
73,2016,"Saturday, Jun 25 (1)",June,boxscore,BAL,,TBR,W,5,0,,43-30,1,up 3.0,Gausman,Andriese,,2:46,0,"18,229",25-Jun,vs TB,1,W 5-0,5,0,2,0,0,0,0,0,0,0,0,0.382,0.611,,
74,2016,"Saturday, Jun 25 (2)",June,boxscore,BAL,,TBR,W,8,6,,44-30,1,up 3.0,McFarland,Ramirez,Britton,3:15,1,"33,040",25-Jun,vs TB,1,W 8-6,4,0,1,0,0,0,0,0,0,0,0,0.38,0.606,0.997,0.32
75,2016,"Sunday, Jun 26",June,boxscore,BAL,,TBR,W,12,5,,45-30,1,up 4.0,Wilson,Smyly,,3:03,0,"38,611",26-Jun,vs TB,1,W 12-5,5,3,3,1,0,0,1,0,1,0,0,0.384,0.609,0.993,0.321
85,2016,"Friday, Jul 8",July,boxscore,BAL,,LAA,L,5,9,,49-36,1,up 1.0,Shoemaker,Jimenez,,3:27,1,"44,317",8-Jul,vs LAA,1,L 9-5,4,1,2,0,0,0,0,1,0,0,0,0.381,0.581,0.97,0.324
86,2016,"Saturday, Jul 9",July,boxscore,BAL,,LAA,W,3,2,,50-36,1,up 2.0,Brach,Smith,Britton,3:14,0,"43,288",9-Jul,vs LAA,1,W 3-2,4,1,1,0,0,0,0,0,1,0,0,0.38,0.577,0.96,0.321
87,2016,"Sunday, Jul 10",July,boxscore,BAL,,LAA,W,4,2,,51-36,1,up 2.0,Tillman,Lincecum,Britton,3:13,0,"32,963",10-Jul,vs LAA,1,W 4-2,5,0,0,0,0,0,0,0,0,0,0,0.375,0.569,0.962,0.323
95,2016,"Friday, Jul 22",July,boxscore,BAL,,CLE,W,5,1,,55-40,1,up 0.5,Bundy,Bauer,Britton,2:52,1,"39,358",22-Jul,vs CLE,1,W 5-1,2,2,2,0,0,1,1,2,0,0,0,0.374,0.56,,
96,2016,"Saturday, Jul 23",July,boxscore,BAL,,CLE,W,5,2,,56-40,1,up 1.5,Gausman,Tomlin,Britton,2:52,1,"31,946",23-Jul,vs CLE,1,W 5-2,4,0,1,0,0,0,0,0,0,0,0,0.373,0.557,0.917,0.31
97,2016,"Sunday, Jul 24",July,boxscore,BAL,,CLE,W-wo,5,3,,57-40,1,up 1.5,O'Day,Allen,,2:46,0,"37,821",24-Jul,vs CLE,1,W 5-3,3,1,1,0,0,0,1,1,0,0,0,0.374,0.555,0.934,0.314
98,2016,"Monday, Jul 25",July,boxscore,BAL,,COL,W-wo,3,2,10,58-40,1,up 2.5,Roe,Lyles,,3:14,1,"19,361",25-Jul,vs COL,1,W 3-2,5,0,1,0,0,0,0,0,0,0,0,0.372,0.55,0.93,0.314
99,2016,"Tuesday, Jul 26",July,boxscore,BAL,,COL,L,3,6,,58-41,1,up 2.0,Bettis,Tillman,Estevez,2:44,1,"23,677",26-Jul,vs COL,1,L 6-3,4,0,1,0,0,0,0,0,1,0,0,0.371,0.547,0.929,0.314
100,2016,"Wednesday, Jul 27",July,boxscore,BAL,,COL,L,1,3,,58-42,1,up 2.0,Gray,Bundy,Estevez,2:48,1,"20,324",27-Jul,vs COL,1,L 3-1,4,1,1,0,0,1,1,0,1,0,0,0.369,0.552,0.922,0.312
105,2016,"Tuesday, Aug 2",August,boxscore,BAL,,TEX,W,5,1,,60-45,1,up 1.0,Bundy,Darvish,O'Day,2:43,1,"22,230",2-Aug,vs TEX,1,W 5-1,4,0,2,0,0,0,0,0,1,0,0,0.367,0.542,,
106,2016,"Wednesday, Aug 3",August,boxscore,BAL,,TEX,W,3,2,,61-45,1,up 1.0,Gausman,Hamels,Britton,2:26,1,"24,552",3-Aug,vs TEX,1,W 3-2,4,0,1,1,0,0,0,0,0,0,0,0.366,0.542,OPS,AVG
107,2016,"Thursday, Aug 4",August,boxscore,BAL,,TEX,L,3,5,,61-46,1,Tied,Griffin,Miley,Dyson,2:26,1,"28,762",4-Aug,vs TEX,1,L 5-3,4,0,0,0,0,0,0,0,1,0,0,0.363,0.536,0.909,0.304
118,2016,"Tuesday, Aug 16",August,boxscore,BAL,,BOS,L,3,5,,66-52,2,1,Ziegler,Brach,Kimbrel,3:05,1,"26,014",16-Aug,vs BOS,1,L 5-3,4,0,1,0,0,0,0,0,1,0,0,0.362,0.549,0.916,0.304
119,2016,"Wednesday, Aug 17",August,boxscore,BAL,,BOS,L,1,8,6,66-53,3,2,Price,Bundy,,2:12,1,"26,160",17-Aug,vs BOS,1,L 8-1,3,0,0,0,0,0,0,0,2,0,0,0.36,0.545,0.915,0.305
